id;Vencimento;DataDocumento;NumeroDocumento;ValorDocumento;IDFornecedor;ValorAbatimento;DataAbatimento;Status
7140;05/03/2024;07/02/2024;372808;106,2;267584;106,2;05/03/2024;PAID
7141;16/02/2024;07/02/2024;1,07412E+11;39;267938;39;16/02/2024;PAID
7142;12/02/2024;07/02/2024;17593;40,88;253236;40,88;12/02/2024;PAID
7143;22/02/2024;04/02/2024;307335;186,99;267945;186,99;06/03/2024;PAID
7144;10/02/2024;06/02/2024;109/00011817-2;200;267938;200;14/02/2024;PAID
7145;15/02/2024;07/02/2024;90;135;267938;135;15/02/2024;PAID
7146;20/02/2024;05/02/2024;0716240376969587-7;1594,75;267616;1594,75;20/02/2024;PAID
7147;08/03/2024;08/02/2024;8022024;60;267704;60;15/03/2024;PAID
7148;11/03/2024;08/02/2024;154478;342;267806;342;11/03/2024;PAID
7149;08/04/2024;08/02/2024;154478;342;267806;342;08/04/2024;PAID
7150;08/05/2024;08/02/2024;154478;342;267806;342;09/05/2024;PAID
7151;07/03/2024;09/02/2024;56099;1622,67;253270;1622,67;06/03/2024;PAID
7152;06/05/2024;09/02/2024;56099;1622,66;253270;1622,66;07/05/2024;PAID
7153;06/04/2024;09/02/2024;56099;1622,67;253270;1622,67;08/04/2024;PAID
7154;09/03/2024;09/02/2024;47924;235;267574;235;11/03/2024;PAID
7155;14/02/2024;08/02/2024;23310;202,5;267938;202,5;14/02/2024;PAID
7156;04/03/2024;05/02/2024;183910;763;267938;763;04/03/2024;PAID
7157;10/02/2024;11/01/2024;321;245,5;267840;245,5;14/02/2024;PAID
7158;08/03/2024;09/02/2024;214748;375;253236;375;06/03/2024;PAID
7159;07/04/2024;09/02/2024;214748;374;253236;374;07/04/2024;PAID
7160;09/02/2024;09/02/2024;831;4,6;267647;4,6;09/02/2024;PAID
7161;09/02/2024;09/02/2024;1771;824;267662;824;09/02/2024;PAID
7162;10/03/2024;09/02/2024;17714;343,22;253236;343,22;11/03/2024;PAID
7163;09/04/2024;09/02/2024;17714;317;253236;317;09/04/2024;PAID
7164;12/02/2024;09/02/2024;17770;229,2;253236;229,2;12/02/2024;PAID
7165;09/02/2024;09/02/2024;61252;28,31;267718;28,31;09/02/2024;PAID
7166;09/02/2024;09/02/2024;9022024;140;267843;140;09/02/2024;PAID
7167;10/03/2024;10/02/2024;17813;303,24;253236;303,24;11/03/2024;PAID
7168;20/02/2024;10/02/2024;0;45;267580;45;20/02/2024;PAID
7169;25/03/2024;10/02/2024;637718;1038;267575;1038;25/03/2024;PAID
7170;24/04/2024;10/02/2024;637718;1038;267575;1038;24/04/2024;PAID
7171;27/02/2024;12/02/2024;5536;357,91;267947;357,91;26/02/2024;PAID
7172;09/02/2024;01/01/2024;318;78,47;267615;78,47;07/02/2024;PAID
7173;15/02/2024;12/02/2024;420301;2743,6;267948;2743,6;15/02/2024;PAID
7174;07/02/2024;01/02/2024;319;1323,27;267654;1323,27;07/02/2024;PAID
7175;19/02/2024;12/02/2024;17862;60,19;253236;60,19;19/02/2024;PAID
7176;19/02/2024;12/02/2024;17891;241,32;253236;241,32;19/02/2024;PAID
7177;05/04/2024;14/02/2024;17912;59,58;253236;59,58;05/04/2024;PAID
7178;05/04/2024;14/02/2024;17948;252,09;253236;252,09;19/02/2024;PAID
7179;05/04/2024;15/02/2024;18002;244,52;253236;244,52;05/04/2024;PAID
7180;05/04/2024;15/02/2024;18001;213,01;253236;213,01;05/04/2024;PAID
7181;15/03/2024;15/02/2024;15022024;408,5;267592;408,5;15/03/2024;PAID
7182;15/03/2024;15/02/2024;4511;398;267853;398;15/03/2024;PAID
7183;20/02/2024;15/02/2024;07.20.24045.3071675-;12648,9;267626;12648,9;20/02/2024;PAID
7184;05/04/2024;15/02/2024;18020;145,93;253236;145,93;05/04/2024;PAID
7185;16/03/2024;15/02/2024;98917;279,9;253263;279,9;18/03/2024;PAID
7186;05/04/2024;15/02/2024;18023;67,15;253236;67,15;05/04/2024;PAID
7187;15/03/2024;15/02/2024;373762;32,4;267584;32,4;15/03/2024;PAID
7188;15/03/2024;15/02/2024;295356;1498;267834;1498;15/03/2024;PAID
7189;15/04/2024;15/02/2024;295356;1498;267834;1498;15/04/2024;PAID
7190;14/05/2024;15/02/2024;295356;1498;267834;1498;14/05/2024;PAID
7191;13/06/2024;15/02/2024;295356;1498;267834;1498;13/06/2024;PAID
7192;15/07/2024;15/02/2024;295356;1498;267834;1498;15/07/2024;PAID
7193;25/02/2024;15/02/2024;3,11474E+14;60;267938;60;26/02/2024;PAID
7194;18/03/2024;15/02/2024;138109;100;267568;100;18/03/2024;PAID
7195;11/03/2024;16/02/2024;501503284;28,71;267589;28,71;11/03/2024;PAID
7196;19/02/2024;16/02/2024;18115;167,78;253236;167,78;19/02/2024;PAID
7197;05/04/2024;16/02/2024;18131;248,6;253236;248,6;05/04/2024;PAID
7198;16/02/2024;16/02/2024;500256;215,94;267770;215,94;16/02/2024;PAID
7199;17/03/2024;16/02/2024;48113;740;267574;740;18/03/2024;PAID
7200;15/02/2024;06/02/2024;2024001568;48,8;267597;48,8;15/02/2024;PAID
7202;16/03/2024;16/02/2024;215579;463;253236;463;18/03/2024;PAID
7203;16/02/2024;17/02/2024;59648;200;253245;200;16/02/2024;PAID
7204;15/02/2024;17/02/2024;1663;1339,81;267949;1339,81;15/02/2024;PAID
7205;15/02/2024;17/02/2024;162180;419,11;267950;419,11;15/02/2024;PAID
7206;10/02/2024;01/02/2024;2;2700;267938;2700;14/02/2024;PAID
7207;11/02/2024;01/02/2024;2;2725,41;267923;2725,41;14/02/2024;PAID
7208;10/02/2024;01/02/2024;1102;455,38;267938;455,38;14/02/2024;PAID
7209;17/03/2024;17/02/2024;639473;1187,72;267575;1187,72;18/03/2024;PAID
7210;16/04/2024;17/02/2024;639473;1187,71;267575;1187,71;15/04/2024;PAID
7211;16/05/2024;17/02/2024;639473;1187,71;267575;1187,71;16/05/2024;PAID
7212;14/02/2024;02/02/2024;320458;46,06;267938;46,06;14/02/2024;PAID
7213;16/02/2024;01/02/2024;620718;160,95;267752;160,95;16/02/2024;PAID
7214;14/02/2024;01/02/2024;2;500;267720;500;14/02/2024;PAID
7215;15/02/2024;01/02/2024;735555;50;267938;50;15/02/2024;PAID
7216;15/02/2024;02/02/2024;74105;70;267938;70;15/02/2024;PAID
7217;15/02/2024;01/02/2024;22424058;238;267938;238;15/02/2024;PAID
7218;14/02/2024;10/02/2024;2;180;267938;180;14/02/2024;PAID
7219;17/03/2024;17/02/2024;48091;1235,7;267574;1235,7;18/03/2024;PAID
7220;16/04/2024;17/02/2024;48091;961,37;267574;961,37;15/04/2024;PAID
7221;16/05/2024;17/02/2024;48091;960,96;267574;960,96;09/05/2024;PAID
7222;15/06/2024;17/02/2024;48091;960,97;267574;960,97;17/06/2024;PAID
7223;19/03/2024;19/02/2024;374243;117;267584;117;22/04/2024;PAID
7224;20/03/2024;19/02/2024;18231;392,24;253236;392,24;20/03/2024;PAID
7225;19/04/2024;19/02/2024;18231;365;253236;365;19/04/2024;PAID
7226;20/03/2024;20/02/2024;339682;291,84;267535;291,84;20/03/2024;PAID
7227;19/04/2024;20/02/2024;339682;291,83;267535;291,83;19/04/2024;PAID
7228;19/05/2024;20/02/2024;339682;291,83;267535;291,83;20/05/2024;PAID
7229;20/03/2024;20/02/2024;10685;277,26;253244;277,26;20/03/2024;PAID
7230;19/04/2024;20/02/2024;10685;277,25;253244;277,25;19/04/2024;PAID
7231;20/03/2024;20/02/2024;220207;570;267632;570;20/03/2024;PAID
7233;19/02/2024;19/02/2024;2;96,52;267752;96,52;19/02/2024;PAID
7234;06/02/2024;06/02/2024;2;266,05;267938;266,05;06/02/2024;PAID
7235;06/02/2024;06/02/2024;2;203,8;267938;203,8;06/02/2024;PAID
7236;05/02/2024;05/02/2024;2;177,41;267938;177,41;05/02/2024;PAID
7237;06/02/2024;06/02/2024;2;48,5;267938;48,5;06/02/2024;PAID
7238;15/02/2024;15/02/2024;2;81,91;267938;81,91;15/02/2024;PAID
7239;01/02/2024;01/02/2024;2;118,61;267938;118,61;01/02/2024;PAID
7240;06/02/2024;06/02/2024;2;260,01;267938;260,01;06/02/2024;PAID
7241;07/02/2024;07/02/2024;2;210,27;267938;210,27;07/02/2024;PAID
7242;08/02/2024;08/02/2024;2;200,95;267938;200,95;08/02/2024;PAID
7243;09/02/2024;09/02/2024;2;189,08;267938;189,08;09/02/2024;PAID
7244;12/02/2024;12/02/2024;2;273,73;267938;273,73;12/02/2024;PAID
7245;14/02/2024;14/02/2024;2;143,39;267938;143,39;14/02/2024;PAID
7246;20/02/2024;20/02/2024;562800;1299,04;267718;1299,04;20/02/2024;PAID
7247;07/02/2024;07/02/2024;2;130;267938;130;07/02/2024;PAID
7248;16/02/2024;16/02/2024;2;12,9;267938;12,9;16/02/2024;PAID
7249;07/02/2024;07/02/2024;2;110,9;267938;110,9;07/02/2024;PAID
7250;08/02/2024;08/02/2024;2;21,8;267938;21,8;08/02/2024;PAID
7251;05/02/2024;05/02/2024;2;37;267938;37;05/02/2024;PAID
7252;12/02/2024;12/02/2024;2;37;267938;37;12/02/2024;PAID
7253;20/03/2024;20/02/2024;20022024;160;267840;160;20/03/2024;PAID
7255;20/03/2024;20/02/2024;374568;36;267584;36;21/02/2024;PAID
7256;20/02/2024;20/02/2024;20022024;520;267609;520;20/02/2024;PAID
7257;21/03/2024;21/02/2024;18362;402,47;253236;402,47;21/03/2024;PAID
7258;20/04/2024;21/02/2024;18362;378;253236;378;20/04/2024;PAID
7259;20/03/2024;21/02/2024;18253;499,31;253236;499,31;20/03/2024;PAID
7260;28/02/2024;21/02/2024;565;650;267735;650;28/02/2024;PAID
7261;10/03/2024;21/02/2024;562901;576;253270;576;11/03/2024;PAID
7262;30/03/2024;21/02/2024;56290;576;253270;576;01/04/2024;PAID
7263;19/04/2024;21/02/2024;56290;576;253270;576;19/04/2024;PAID
7264;09/05/2024;21/02/2024;56290;576;253270;576;09/05/2024;PAID
7265;21/02/2024;21/02/2024;2;700;267719;700;21/02/2024;PAID
7266;05/04/2024;21/02/2024;18468;246,4;253236;246,4;05/04/2024;PAID
7267;20/03/2024;21/02/2024;216231;461;253236;461;20/03/2024;PAID
7268;22/03/2024;21/02/2024;48254;925;267574;925;21/03/2024;PAID
7269;22/03/2024;22/02/2024;427950;337,31;267952;337,31;21/03/2024;PAID
7270;11/04/2024;22/02/2024;427950;337,31;267952;337,31;11/04/2024;PAID
7271;20/02/2024;22/02/2024;128753;223;267684;223;22/02/2024;PAID
7273;11/03/2024;22/02/2024;501504383;15,53;267589;15,53;11/03/2024;PAID
7275;22/02/2024;22/02/2024;138424;121,97;267568;121,97;21/02/2024;PAID
7276;23/03/2024;22/02/2024;48310;100;267574;100;25/03/2024;PAID
7277;22/03/2024;22/02/2024;22022024;140;267720;140;21/03/2024;PAID
7278;22/03/2024;22/02/2024;374914;577,8;267584;577,8;22/04/2024;PAID
7279;23/03/2024;23/02/2024;693333;507,11;267673;507,11;23/04/2024;PAID
7280;23/02/2024;23/02/2024;562859;1044,73;267718;1044,73;23/02/2024;PAID
7281;05/04/2024;23/02/2024;18648;199,91;253236;199,91;05/04/2024;PAID
7282;24/03/2024;23/02/2024;18667;344,86;253236;344,86;25/03/2024;PAID
7283;23/02/2024;23/02/2024;1100268884;25;267725;25;23/02/2024;PAID
7284;19/02/2024;01/02/2024;2;780,02;267621;780,02;19/02/2024;PAID
7285;05/04/2024;23/02/2024;18679;70,66;253236;70,66;05/04/2024;PAID
7286;20/02/2024;19/02/2024;2;2215;267628;2215;20/02/2024;PAID
7287;05/04/2024;23/02/2024;18713;157,49;253236;157,49;05/04/2024;PAID
7288;11/03/2024;23/02/2024;501504847;172;267589;172;11/03/2024;PAID
7289;23/03/2024;23/02/2024;375262;346,5;267584;346,5;22/04/2024;PAID
7290;20/02/2024;19/02/2024;2;1000;267938;1000;20/02/2024;PAID
7291;24/03/2024;24/01/2024;8168;537,83;267755;537,83;25/03/2024;PAID
7292;23/02/2024;24/01/2024;8168;537,84;267755;537,84;23/02/2024;PAID
7293;23/04/2024;24/01/2024;8168;537,83;267755;537,83;23/04/2024;PAID
7294;23/05/2024;24/01/2024;8168;537,83;267755;537,83;23/05/2024;PAID
7295;23/03/2024;24/02/2024;125222;3064,27;253256;3064,27;25/03/2024;PAID
7296;23/02/2024;15/02/2024;2;139;267938;139;23/02/2024;PAID
7297;24/02/2024;24/02/2024;62062;41;267718;41;24/02/2024;PAID
7298;24/03/2024;24/02/2024;24022024;451,9;267840;451,9;25/03/2024;PAID
7300;21/02/2024;21/02/2024;2;200;267938;200;21/02/2024;PAID
7301;22/03/2024;21/02/2024;56353;1693,33;253270;1693,33;21/03/2024;PAID
7303;21/05/2024;21/02/2024;56353;1693,34;253270;1693,34;21/05/2024;PAID
7304;21/02/2024;19/01/2024;2024000812;55;267597;55;26/02/2024;PAID
7305;21/02/2024;15/01/2024;2024000598;160;267597;160;26/02/2024;PAID
7306;21/03/2024;26/02/2024;26022024;800;267953;800;27/02/2024;PAID
7307;26/02/2024;26/02/2024;11584;117;267583;117;26/02/2024;PAID
7308;05/04/2024;26/02/2024;18803;148,14;253236;148,14;05/04/2024;PAID
7309;05/04/2024;26/02/2024;18787;262,8;253236;262,8;05/04/2024;PAID
7310;27/03/2024;26/02/2024;18766;400,68;253236;400,68;27/03/2024;PAID
7311;26/04/2024;26/02/2024;18766;380;253236;380;26/04/2024;PAID
7312;05/04/2024;26/02/2024;18838;117,21;253236;117,21;05/04/2024;PAID
7313;05/04/2024;27/02/2024;18556;174,54;253236;174,54;05/04/2024;PAID
7314;27/02/2024;27/02/2024;40038;100;267954;100;27/02/2024;PAID
7315;11/03/2024;26/02/2024;217269;128;253236;128;11/03/2024;PAID
7316;05/04/2024;27/02/2024;18877;118,17;253236;118,17;05/04/2024;PAID
7317;27/03/2024;27/02/2024;48436;3112;267574;3112;27/03/2024;PAID
7318;07/02/2024;07/02/2024;2;124;267955;124;07/02/2024;PAID
7319;15/02/2024;15/02/2024;2;125,7;267938;125,7;15/02/2024;PAID
7320;22/02/2024;22/02/2024;2;100;267938;100;22/02/2024;PAID
7321;21/02/2024;21/02/2024;2;220;267938;220;21/02/2024;PAID
7322;28/03/2024;28/02/2024;229250;768,3;253256;768,3;28/03/2024;PAID
7323;28/04/2024;28/02/2024;229250;768,29;253256;768,29;29/04/2024;PAID
7324;05/04/2024;28/02/2024;18858;188,32;253236;188,32;05/04/2024;PAID
7325;05/04/2024;28/02/2024;18888;28,18;253236;28,18;05/04/2024;PAID
7326;05/04/2024;28/02/2024;18959;66,74;253236;66,74;05/04/2024;PAID
7327;11/03/2024;28/02/2024;505553;129,09;267589;129,09;11/03/2024;PAID
7328;19/03/2024;28/02/2024;428430;254,71;267952;254,71;18/03/2024;PAID
7329;05/04/2024;28/02/2024;18964;169;253236;169;05/04/2024;PAID
7330;28/02/2024;28/02/2024;42767;35,98;267770;35,98;28/02/2024;PAID
7331;29/03/2024;28/02/2024;18986;450;253236;450;29/03/2024;PAID
7332;29/03/2024;28/02/2024;19001;483,52;253236;483,52;29/03/2024;PAID
7333;29/03/2024;28/02/2024;19016;354,26;253236;354,26;29/03/2024;PAID
7334;28/04/2024;28/02/2024;19016;301;253236;301;28/05/2024;PAID
7335;29/03/2024;28/02/2024;19015;389,72;253236;389,72;29/03/2024;PAID
7336;12/03/2024;28/02/2024;2;100,49;267938;100,49;12/03/2024;PAID
7337;12/03/2024;27/02/2024;330;198,71;267938;198,71;12/03/2024;PAID
7338;12/03/2024;19/02/2024;331;251,78;267938;251,78;12/03/2024;PAID
7339;12/03/2024;19/02/2024;332;30;267938;30;12/03/2024;PAID
7340;12/03/2024;27/02/2024;333;29,28;267938;29,28;12/03/2024;PAID
7341;12/03/2024;28/02/2024;334;24;267938;24;12/03/2024;PAID
7342;12/03/2024;06/02/2024;335;30;267938;30;12/03/2024;PAID
7343;12/03/2024;17/02/2024;336;245,68;267938;245,68;12/03/2024;PAID
7344;12/03/2024;16/02/2024;337;125,5;267938;125,5;12/03/2024;PAID
7345;12/03/2024;16/02/2024;338;91,01;267938;91,01;12/03/2024;PAID
7346;12/03/2024;22/02/2024;339;144,77;267938;144,77;12/03/2024;PAID
7347;12/03/2024;22/02/2024;340;38;267938;38;12/03/2024;PAID
7348;12/03/2024;16/02/2024;341;267,43;267938;267,43;12/03/2024;PAID
7349;12/03/2024;23/02/2024;342;240;267938;240;12/03/2024;PAID
7350;12/03/2024;16/02/2024;343;55;267938;55;12/03/2024;PAID
7351;12/03/2024;16/02/2024;344;38;267938;38;12/03/2024;PAID
7352;14/04/2024;29/02/2024;376034;342;267584;342;15/04/2024;PAID
7353;29/03/2024;29/02/2024;428548;292,89;267952;292,89;29/03/2024;PAID
7354;18/04/2024;29/02/2024;428548;292,89;267952;292,89;18/04/2024;PAID
7355;05/04/2024;29/02/2024;19091;44,97;253236;44,97;05/04/2024;PAID
7356;30/03/2024;29/02/2024;19090;333,59;253236;333,59;01/04/2024;PAID
7357;29/04/2024;29/02/2024;19090;284;253236;284;29/04/2024;PAID
7358;29/03/2024;29/02/2024;643032;238;267575;238;29/03/2024;PAID
7359;28/04/2024;29/02/2024;643032;238;267575;238;29/04/2024;PAID
7360;28/05/2024;29/02/2024;643032;238;267575;238;28/05/2024;PAID
7361;27/06/2024;29/02/2024;643032;238;267575;238;27/06/2024;PAID
7362;27/07/2024;29/02/2024;643032;238;267575;238;29/07/2024;PAID
7363;10/02/2024;24/01/2024;2;150,1;267938;150,1;10/02/2024;PAID
7364;10/02/2024;22/01/2024;1;165;267938;165;10/02/2024;PAID
7365;10/02/2024;18/01/2024;1;318,08;267938;318,08;10/02/2024;PAID
7366;10/02/2024;14/01/2024;1;150,04;267938;150,04;10/02/2024;PAID
7367;10/02/2024;19/01/2024;1;187,66;267938;187,66;10/02/2024;PAID
7368;10/02/2024;13/01/2024;1;164,12;267938;164,12;10/02/2024;PAID
7369;10/02/2024;11/01/2024;1;59,5;267938;59,5;10/02/2024;PAID
7370;10/02/2024;14/01/2024;1;51,98;267938;51,98;10/02/2024;PAID
7371;10/02/2024;18/01/2024;1;54,25;267938;54,25;10/02/2024;PAID
7372;10/02/2024;23/01/2024;1;55;267938;55;10/02/2024;PAID
7373;10/02/2024;24/01/2024;1;56,92;267938;56,92;10/02/2024;PAID
7374;10/02/2024;13/01/2024;1;85;267938;85;10/02/2024;PAID
7375;10/02/2024;12/01/2024;1;66,75;267938;66,75;10/02/2024;PAID
7376;10/02/2024;13/01/2024;1;64,5;267938;64,5;10/02/2024;PAID
7377;10/02/2024;24/01/2024;1;40;267938;40;10/02/2024;PAID
7378;10/02/2024;11/01/2024;1;251,89;267938;251,89;10/02/2024;PAID
7379;05/04/2024;29/02/2024;19112;123,6;253236;123,6;05/04/2024;PAID
7380;30/03/2024;29/02/2024;19124;664,76;253236;664,76;01/04/2024;PAID
7381;29/04/2024;29/02/2024;19124;662;253236;662;29/04/2024;PAID
7382;29/05/2024;29/02/2024;19124;662;253236;662;29/05/2024;PAID
7384;30/03/2024;29/02/2024;19106;671;253236;671;01/04/2024;PAID
7385;29/04/2024;29/02/2024;19106;671;253236;671;29/04/2024;PAID
7386;29/05/2024;29/02/2024;19106;671;253236;671;29/05/2024;PAID
7387;13/06/2024;29/02/2024;19106;671;253236;671;13/06/2024;PAID
7388;10/02/2024;13/01/2024;1;198,29;267938;198,29;10/02/2024;PAID
7389;10/02/2024;16/01/2024;1;221,86;267938;221,86;10/02/2024;PAID
7390;10/02/2024;17/01/2024;1;173,69;267938;173,69;10/02/2024;PAID
7391;10/02/2024;19/01/2024;1;218,4;267938;218,4;10/02/2024;PAID
7392;10/02/2024;20/01/2024;1;115,36;267938;115,36;10/02/2024;PAID
7393;10/02/2024;22/01/2024;1;158,24;267938;158,24;10/02/2024;PAID
7394;29/03/2024;28/02/2024;2024002447;70;267597;70;29/04/2024;PAID
7395;10/02/2024;23/01/2024;1;136,43;267938;136,43;10/02/2024;PAID
7396;10/02/2024;23/01/2024;1;136,43;267938;136,43;10/02/2024;PAID
7397;10/02/2024;25/01/2024;1;100;267938;100;10/02/2024;PAID
7398;10/02/2024;26/01/2024;1;141,55;267938;141,55;10/02/2024;PAID
7399;10/02/2024;13/01/2024;1;32;267938;32;10/02/2024;PAID
7400;10/02/2024;10/01/2024;1;23;267938;23;10/02/2024;PAID
7401;10/02/2024;15/01/2024;1;21,5;267938;21,5;10/02/2024;PAID
7402;10/02/2024;16/01/2024;1;25;267938;25;10/02/2024;PAID
7403;10/02/2024;15/01/2024;1;22,17;267938;22,17;10/02/2024;PAID
7404;10/02/2024;16/01/2024;1;25;267938;25;10/02/2024;PAID
7405;10/02/2024;19/01/2024;1;31;267938;31;10/02/2024;PAID
7406;10/02/2024;22/01/2024;1;25;267938;25;10/02/2024;PAID
7407;10/02/2024;23/01/2024;1;25;267938;25;10/02/2024;PAID
7408;10/02/2024;26/01/2024;1;22;267938;22;10/02/2024;PAID
7409;10/02/2024;18/01/2024;1;36,9;267938;36,9;10/02/2024;PAID
7410;29/02/2024;29/02/2024;2;500;267938;500;29/02/2024;PAID
7412;29/02/2024;29/02/2024;62313;1543,86;267718;1543,86;29/02/2024;PAID
7414;12/03/2024;29/02/2024;345;96;267938;96;12/03/2024;PAID
7415;15/03/2024;01/03/2024;74351;70;267763;70;15/03/2024;PAID
7416;05/04/2024;02/03/2024;19166;52,12;253236;52,12;05/04/2024;PAID
7417;31/03/2024;02/03/2024;19280;822,24;253236;822,24;01/04/2024;PAID
7418;30/04/2024;02/03/2024;19280;776;253236;776;30/04/2024;PAID
7419;30/05/2024;02/03/2024;19280;776;253236;776;30/05/2024;PAID
7421;01/03/2024;01/02/2024;323;107,69;267938;107,69;01/03/2024;PAID
7422;10/04/2024;04/03/2024;19317;261,57;253236;261,57;10/04/2024;PAID
7423;14/03/2024;03/03/2024;1,52567E+16;86,53;267938;86,53;13/03/2024;PAID
7424;10/03/2024;01/03/2024;632384;290,89;267752;290,89;11/03/2024;PAID
7425;15/03/2024;04/03/2024;111;135;267896;135;15/03/2024;PAID
7426;03/04/2024;04/03/2024;19348;682,51;253236;682,51;03/04/2024;PAID
7427;03/05/2024;04/03/2024;19348;566;253236;566;03/05/2024;PAID
7428;02/06/2024;04/03/2024;19348;566;253236;566;03/06/2024;PAID
7429;04/03/2024;04/03/2024;129881;393;267684;393;04/03/2024;PAID
7430;18/03/2024;04/03/2024;19428;109,7;253236;109,7;18/03/2024;PAID
7431;04/04/2024;05/03/2024;48753;400;267574;400;04/04/2024;PAID
7432;02/04/2024;05/03/2024;32570;2112,1;267956;2112,1;02/04/2024;PAID
7433;03/04/2024;05/03/2024;19358;699,52;253236;699,52;03/04/2024;PAID
7434;03/05/2024;05/03/2024;19358;556;253236;556;03/05/2024;PAID
7435;02/06/2024;05/03/2024;19358;556;253236;556;03/06/2024;PAID
7436;20/03/2024;05/03/2024;25243;616;267619;616;20/03/2024;PAID
7437;10/04/2024;05/03/2024;19500;67,98;253236;67,98;10/04/2024;PAID
7438;02/03/2024;02/03/2024;2;90,09;267938;90,09;02/03/2024;PAID
7439;02/03/2024;02/03/2024;3;350;267938;350;02/03/2024;PAID
7440;29/02/2024;30/01/2024;47568;974;267574;974;06/03/2024;PAID
7441;30/03/2024;30/01/2024;47568;974;267574;974;01/04/2024;PAID
7442;10/04/2024;06/03/2024;19567;260,64;253236;260,64;10/04/2024;PAID
7443;04/04/2024;06/03/2024;19532;322,22;253236;322,22;04/04/2024;PAID
7444;04/05/2024;06/03/2024;19532;275;253236;275;07/05/2024;PAID
7445;07/03/2024;06/03/2024;326;1333,53;267654;1333,53;06/03/2024;PAID
7446;05/04/2024;06/03/2024;125492;129,89;253256;129,89;05/04/2024;PAID
7447;11/03/2024;05/03/2024;1112;455,38;267617;455,38;11/03/2024;PAID
7448;20/03/2024;05/03/2024;7,16241E+15;1432,23;267616;1432,23;21/03/2024;PAID
7449;15/03/2024;05/03/2024;1,07514E+11;108,36;267938;108,36;15/03/2024;PAID
7450;25/03/2024;05/03/2024;1,07514E+11;385,28;267938;385,28;25/03/2024;PAID
7451;02/04/2024;05/03/2024;185865;630;267655;630;02/04/2024;PAID
7452;05/04/2024;06/03/2024;19634;312,44;253236;312,44;05/04/2024;PAID
7453;05/05/2024;06/03/2024;19634;267;253236;267;07/05/2024;PAID
7454;03/05/2024;07/03/2024;114506;22,14;267580;22,14;03/05/2024;PAID
7455;04/04/2024;07/03/2024;19520;338,32;253236;338,32;04/04/2024;PAID
7456;27/03/2024;07/03/2024;429088;331,76;267952;331,76;27/03/2024;PAID
7457;11/03/2024;21/02/2024;501504345;167,03;267589;167,03;11/03/2024;PAID
7458;10/04/2024;07/03/2024;19765;128,88;253236;128,88;10/04/2024;PAID
7459;10/03/2024;07/03/2024;12245-5;200;267938;200;11/03/2024;PAID
7460;07/04/2024;07/03/2024;1629;156,5;267592;156,5;10/04/2024;PAID
7461;14/04/2024;07/03/2024;377270;85,5;267584;85,5;15/04/2024;PAID
7462;10/04/2024;07/03/2024;19776;235,61;253236;235,61;10/04/2024;PAID
7463;04/03/2024;08/03/2024;4032024;23,75;267879;23,75;04/03/2024;PAID
7464;14/04/2024;08/03/2024;377301;79,2;267584;79,2;15/04/2024;PAID
7465;14/03/2024;08/03/2024;23310;202,5;267762;202,5;13/03/2024;PAID
7466;06/04/2024;08/03/2024;19755;515,7;253236;515,7;05/04/2024;PAID
7467;04/03/2024;04/03/2024;66110;27,42;267938;27,42;04/03/2024;PAID
7468;10/04/2024;07/03/2024;40205;255,2;267938;255,2;07/03/2024;PAID
7469;04/03/2024;04/03/2024;39272;147,6;267938;147,6;04/03/2024;PAID
7470;06/03/2024;06/03/2024;362935;100;267938;100;06/03/2024;PAID
7471;10/04/2024;07/03/2024;382;22;267938;22;10/04/2024;PAID
7472;07/03/2024;07/03/2024;327;24;267938;24;07/03/2024;PAID
7473;10/04/2024;06/03/2024;383;21,4;267938;21,4;10/04/2024;PAID
7474;12/03/2024;29/02/2024;346;32;267938;32;12/03/2024;PAID
7475;01/03/2024;01/03/2024;324;156,18;267938;156,18;01/03/2024;PAID
7476;06/04/2024;08/03/2024;238627;275;253279;275;05/04/2024;PAID
7477;08/03/2024;08/03/2024;138118;25;267590;25;08/03/2024;PAID
7478;01/03/2024;01/03/2024;3;130;267938;130;01/03/2024;PAID
7479;23/03/2024;05/03/2024;325618;197,33;267945;197,33;23/03/2024;PAID
7480;11/03/2024;08/03/2024;2431201910;220,7;267938;220,7;11/03/2024;PAID
7481;11/03/2024;08/03/2024;2436699710;137,38;267938;137,38;11/03/2024;PAID
7482;07/04/2024;08/03/2024;48930;840,06;267574;840,06;08/04/2024;PAID
7483;07/05/2024;08/03/2024;48930;725,72;267574;725,72;07/05/2024;PAID
7484;06/06/2024;08/03/2024;48930;725,72;267574;725,72;07/06/2024;PAID
7485;08/03/2024;08/03/2024;4890;270;267957;270;08/03/2024;PAID
7486;09/04/2024;08/03/2024;2024002966;77,25;267597;77,25;15/04/2024;PAID
7487;08/04/2024;08/03/2024;13367;237,4;267639;237,4;08/04/2024;PAID
7488;10/04/2024;08/03/2024;19902;125,86;253236;125,86;10/04/2024;PAID
7489;20/04/2024;08/03/2024;25660;529,2;267619;529,2;20/04/2024;PAID
7490;08/04/2024;08/03/2024;501507617;66,54;267589;66,54;08/04/2024;PAID
7491;07/05/2024;08/03/2024;2024002966;77,25;267597;77,25;07/05/2024;PAID
7492;20/04/2024;08/03/2024;25676;22,5;267619;22,5;20/04/2024;PAID
7493;09/04/2024;09/03/2024;2024002977;338,55;267597;338,55;15/04/2024;PAID
